id,manufacturer,source,catalog_id,model,part_num,nsn,uom,expires,delivery,markup,fr_cost,sell_price
,ICX,OEM,12,"Universal Analog Spectrometer for 14-pin NaI scintillation detectors with high voltage supply and data transmission via USB.  Includes 14.7' (4.5m) USB cable, winTMCA software program, and operating manual.  ",scintiSPEC-N,,Ea.,,30-45 Days,,3220,4025
,ICX,OEM,12,"Universal Analog Spectrometer for 14-pin LaBr scintillation detectors with high voltage supply and data transmission via USB.  Includes 14.7' (4.5m) USB cable, winTMCA software program, and operating manual",scintiSPEC-L,,Ea.,,30-45 Days,,4020,5025
,ICX,OEM,12,USB Extension adapter (for up to 164 ft [50 meter] extension) - cable extra,scintiSPEC-X Adapter,,Ea.,,30-45 Days,,188,235
,ICX,OEM,12,USB Extension cable up to 164 ft (50 meters). Price per meter.,scintiSPEC-X cable,,Ea.,,30-45 Days,,17.6,22
,ICX,OEM,12,"STRIDE model STS-CAL is a functional server program that provides all of the capabilities required to handle single or multiple STRIDE Detection Units networked to form a Radiation Detection, Identification and Source Location system.  A comprehensive control application is included to setup, configure and control all of the system settings and parameters.  Protocols are provided to access measurement and alarm data such as spectra, identification results, dose rates or neutron count rates.  Detection Units can be configured into one of several available defined groups and advanced algorithms are available for analysis.  These powerful algorithms lower false alarm rates by combining and comparing individual results and provide a tracking capability to determine the location of a source.  Identification results are categorized into isotope types, i.e. NORM/Medial/Industrial/SNM and class, i.e. Threat, Suspicious or Innocent.  A software CD with operators manual is included.",STS-CAL,,Ea.,,30-45 Days,,2480,3100
,ICX,OEM,12,"STRIDE model STS-GI is graphic user interface program that provides the user multiple screen configurations to view raw data, calculated results, source location plus other system information.  STS-GI communicates seamlessly with the STS-CAL program.   Graphic user interface options are provided as modules that can be located in any position on the system screen.   Raw measurement data, identification results, source location or a combination of these can be selected depending on the Detection Unit configuration.  Multiple STS-GI packages can be running simultaneously on separate screens in a network to view system data.  A software CD with operators manual is included.",STS-GI,,Ea.,,30-45 Days,,1620,2025
,ICX,OEM,12,"The STRIDE DU 203.1-N Basic Detection Unit is an encapsulated system suitable for installations on walls, inside door jams, behind counters, and the like.  It consists of a NaI(TI) scintillation detector with K40 for calibration verification and a Digital Signal Processing (DSP) based dsciSPEC with LED stabilization.  Operating power is provided via PoE (Power over Ethernet).  The DU 203.1-N is a gamma only unit and will not support neutron detection.  Includes aluminum enclosure, dust proof and moisture resistant, 2.56"" diameter x 18.5"" long (65mm x 470.3mm).  2"" diameter by 3"" long (50.8mm x 76mm) NaI(TI), DSP based dsciSPEC with LED stabilization, K40 (KCl) calibration verification source (enclosed), basic wall mounting brackets, operating manuals on CD. ",DU 203.1-N,,Ea.,,30-45 Days,,9404,11755
,ICX,OEM,12,"The STRIDE DU 203.2-NG Basic Detection Unit is an encapsulated system suitable for installations on walls, inside door jams, behind counters, and the like.  It consists of a NaI(TI) scintillation detector with K40 for calibration verification, a sealed GM detector and Digital Signal Processing (DSP) electronics with LED stabilization.  Operating power is provided via PoE (Power over Ethernet) or via an external 5 to 28 V dc input.  Includes aluminum enclosure, dust proof and moisture resistant, 2.56"" diameter x 25.8"" long (65mm x 654.4mm).  2"" diameter by 3"" long (50.8mm x 76mm) NaI(TI), energy compensated sealed GM detector for high doserate situations, DSP electronics with LED stabilization, K40 (KCl) calibration verification source (enclosed), basic wall mounting brackets, AC-DC wall unit for DC power, operating manuals on CD. ",DU 203.2-NG,,Ea.,,30-45 Days,,10244,12805
,ICX,OEM,12,"The STRIDE DU 203.2-NGH Basic Detection Unit is an encapsulated system suitable for installations on walls, inside door jams, behind counters, and the like.  It consists of a NaI(TI) scintillation detector with K40 for calibration verification, a neutron detector with moderator, a sealed GM detector and Digital Signal Processing (DSP) electronics with LED stabilization.  Operating power is provided via PoE (Power over Ethernet) or via an external 5 to 28 V dc input.  Includes aluminum enclosure, dust proof and moisture resistant, 2.56"" diameter x 25.8"" long (65mm x 654.4mm).  2"" diameter by 3"" long (50.8mm x 76mm) NaI(TI), He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, DSP electronics with LED stabilization, K40 (KCl) calibration verification source (enclosed), basic wall mounting brackets, AC-DC wall unit for DC power, operating manuals on CD. ",DU 203.2-NGH,,Ea.,,30-45 Days,,13844,17305
,ICX,OEM,12,"The STRIDE DU 303.1-N Wired Stanchion Detection Unit is a security stanchion with top belt and weighted base.  It consists of a Na(TI) scintillation detector with K40 for calibration verification and a Digital Signal Processing (DSP) based dsciSPEC with LED stabilization.  Operating power is provided via PoE (Power over Ethernet).  Includes black stanchion with Tensabarrier? security belt, 2.56"" diameter by 35.8"" long tube (65mm x 910mm) plus 14.2"" diameter by 1.97"" thick, weighted base, 2"" diameter by 3"" long (50.8mm x 76mm) NaI detector, DSP based dsciSPEC with LED peak stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.   ",DU 303.1-N,,Ea.,,30-45 Days,,10204,12755
,ICX,OEM,12,"The STRIDE DU 303.2-NG Wireless Stanchion Detection Unit is a security stanchion with top belt and weighted base.  It consists of a Na(TI) scintillation detector with K40 for calibration verification, a GM detector and Digital Signal Processing (DSP) electronics with LED stabilization.  Operating power (>24 hours) is provided via rechargeable ""AA"" batteries housed in an easily replaceable base with bayonet connection to the stanchion post.  Wireless communication to the central processor is via Wi-Fi.  Includes black stanchion with Tensabarrier? security belt, 2.56"" diameter by 35.8"" long tube (65mm x 910mm) plus 14.2"" diameter by 1.97"" thick, weighted base, 2"" diameter by 3"" long (50.8mm x 76mm) NaI detector, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED peak stabilization, K40 (KCI) calibration verification source (enclosed), Wi-Fi circuit and antennae, operating manuals on CD.   ",DU 303.2-NG,,Ea.,,30-45 Days,,12604,15755
,ICX,OEM,12,"The STRIDE DU 303.2-NGH Wireless Stanchion Detection Unit is a security stanchion with top belt and weighted base.  It consists of a Na(TI) scintillation detector with K40 for calibration verification, a neutron detector with moderator, a GM detector, and Digital Signal Processing (DSP) electronics with LED stabilization.  Operating power (>24 hours) is provided via rechargeable AA batteries housed in an easily replaceable base with bayonet connection to the stanchion post.  Wireless communication to the central processor is via Wi-Fi. Includes black stanchion with Tensabarrier? security belt, 2.56"" diameter by 35.8"" long tube (65mm x 910mm) plus 14.2"" diameter by 1.97"" thick, weighted base, 2"" diameter by 3"" long (50.8mm x 76mm) NaI detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), Wi-Fi circuit and antennae, operating manuals on CD.   ",DU 303.2-NGH,,Ea.,,30-45 Days,,16204,20255
,ICX,OEM,12,"The STRIDE DU 403.1-N is a ruggedized detection unit in a watertight, stainless steel housing for temporary underwater operation.  It consists of a NaI(TI) scintillation detector with K40 for calibration verification and a Digital Signal Processing (DSP) dsciSPEC with LED stabilization. Operating power is provided via PoE (Power over Ethernet).  The DU 403.1-N is a gamma only unit and will not support neutron detection.  Includes stainless steel enclosure, corrosion resistant and waterproof to a depth of 33' (10m), 2.56"" diameter by 25.8"" long (65mm x 654.4mm), 2"" diameter by 3"" long (50.8mm x 76mm) NaI(Tl) detector, DSP based dsciSPEC with LED peak stabilization, K40 (KCI) calibration verification source (enclosed), a 66? (20 m) reinforced and waterproof Ethernet data and power cable, operating manuals on CD.",DU 403.1-N,,Ea.,,30-45 Days,,10572,13215
,ICX,OEM,12,"The STRIDE DU 403.2-N is a ruggedized detection unit in a watertight, stainless steel housing for temporary underwater operation.  It consists of a NaI(TI) scintillation detector with K40 for calibration verification and a Digital Signal Processing (DSP) based dsciSPEC with LED stabilization. Operating power is provided via PoE (Power over Ethernet).  The DU 403.2-N is a gamma only unit and will not support neutron detection.  Includes stainless steel enclosure, corrosion resistant and waterproof to a depth of 165' (50m), 2.56"" diameter by 25.8"" long (65mm x 654.4mm), 2"" diameter by 3"" long (50.8mm x 76mm) NaI(Tl) detector, DSP based dsciSPEC with LED peak stabilization, K40 (KCI) calibration verification source (enclosed), a 198? (60 m) reinforced and waterproof Ethernet data and power cable, operating manuals on CD.",DU 403.2-N,,Ea.,,30-45 Days,,11236,14045
,ICX,OEM,12,"The STRIDE DU 403.3-NG is a rugged detection unit enclosed in a weatherproof PVC tube housing with weatherproof cable connections for operation even in harsh weather conditions.  It consists of a  NaI(Tl) scintillation detector with K40 for calibration verification, a GM detector, and DSP based electronics with LED stabilization.  Operating power is provided via a 5 to 28 V dc input or Power over Ethernet (PoE).  Includes pipe (PVC) enclosure, corrosion resistant and weatherproof, ÷ 5"" outside diameter by ÷ 29.2"" long (ó 127 mm by 741.7 mm) with weatherproof cable connections, 2"" diameter by 3"" long (50.8mm x 76mm) NaI(TI) detector, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 403.3-NG,,Ea.,,30-45 Days,,11160,13950
,ICX,OEM,12,"The STRIDE DU 403.3-NGH is a rugged detection unit enclosed in a weatherproof PVC tube housing with weatherproof cable connections for operation even in harsh weather conditions.  It consists of a NaI(Tl) scintillation detector with K40 for calibration verification, a He3 neutron detector with moderator, a GM detector and DSP based electronics with LED stabilization.  Operating power is provided via a 5 to 28 V dc input or Power over Ethernet (PoE).  Includes pipe (PVC) enclosure, corrosion resistant and weatherproof, ÷ 5"" outside diameter by ÷ 29.2"" long (ó 127 mm by 741.7 mm) with weatherproof cable connections, 2"" diameter by 3"" long (50.8mm x 76mm) NaI(TI) detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 403.3-NGH,,Ea.,,30-45 Days,,14760,18450
,ICX,OEM,12,"The STRIDE DU 403.4-NG is a rugged detection unit enclosed in a weatherproof and waterproof housing with waterproof cable connections for long-term operation underwater or in harsh weather conditions.  It consists of a NaI(Tl) scintillation detector with K40 for calibration verification, a GM detector and DSP based electronics with LED stabilization.  Operating power is provided via a 5 to 28 V dc input or Power over Ethernet (PoE).  Includes special, corrosive resistant, water and weatherproof enclosure, ÷ 6.7"" outside diameter by ÷ 28"" long (170.2mm by 711.2mm) with waterproof cable connections, 3"" diameter by 3"" long (76mm x 76mm) NaI(TI) detector, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 403.4-NG,,Ea.,,30-45 Days,,15280,19100
,ICX,OEM,12,"The STRIDE DU 403.4-NGH is a rugged detection unit enclosed in a weatherproof and waterproof housing with waterproof cable connections for long-term operation underwater or in harsh weather conditions.  It consists of a NaI(Tl) scintillation detector with K40 for calibration verification, a GM detector, neutron detector, and DSP based electronics with LED peak stabilization.  Operating power is provided via a 5 to 28 V dc input or Power over Ethernet (PoE).  Includes special, corrosive resistant, water and weatherproof enclosure, ÷ 6.7"" outside diameter by ÷ 28"" long (170.2mm by 711.2mm) with waterproof cable connections, 3"" diameter by 3"" long (76mm x 76mm) NaI(TI) detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 403.4-NGH,,Ea.,,30-45 Days,,18880,23600
,ICX,OEM,12,"The STRIDE DU 416.1-NG is a rugged detection unit enclosed in a weatherproof aluminum housing for operation even in harsh weather conditions.  It consists of a very sensitive NaI(Tl) scintillation detector with K40 for calibration verification, a GM detector, and DSP based electronics with LED stabilization.  Operating power is provided via  PoE (Power over Ethernet) or via an external 5 to 28 V dc input.  Includes aluminum rectangular enclosure, corrosion resistant and weatherproof, 8"" diameter by 10"" wide by 40"" tall (203mm x 254mm x 1016mm) with weatherproof cable routing, 2"" diameter x 4"" wide by 16"" long (50.8mm x 101.6mm by 406.4mm) NaI(Tl) detector, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 416.1-NG,,Ea.,,30-45 Days,,27820,34775
,ICX,OEM,12,"The STRIDE DU 416.1-NGH is a rugged detection unit enclosed in a weatherproof aluminum housing for operation even in harsh weather conditions.  It consists of a very sensitive NaI(Tl) scintillation detector with K40 for calibration verification, a He3 detector with moderator, a GM detector, and DSP based electronics with LED stabilization.  Operating power is provided via PoE (Power over Ethernet) or via an external 5 to 28 V dc input.  Includes aluminum rectangular enclosure, corrosion resistant and weatherproof, 8"" diameter by 10"" wide by 40"" tall (203mm x 254mm x 1016mm) with weatherproof cable routing, 2"" diameter x 4"" wide by 16"" long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 416.1-NGH,,Ea.,,30-45 Days,,31420,39275
,ICX,OEM,12,"The STRIDE DU 416.2-NG detection unit is designed and manufactured to provide excellent results in hostile environments such as; mounted on the deck of an ocean cutter traveling at high speeds in rough seas; on-board a helicopter or other aircraft; installed in an open-road, all wheel drive van, jeep or truck; or any other location where heavy shock, vibration, corrosive salt water, etc. are likely to be encountered.  The housing is made of polyvinyl chloride (PVC) and all connectors are made of corrosive proof metals and/or plastics.  The internal detector and electronics are heavily cushioned  to dampen high G impacts and vibrations.  It consists of a NaI(Tl) scintillation detector with K40 for calibration verification, a GM detector and DSP based electronics with LED peak stabilization.  Operating power is provided via PoE (Power over Ethernet) or via a 5 to 28 V dc input.  Includes PVC enclosure, corrosion resistant, hostile weather, shock and vibration proof, 8.625"" diameter x 34"" tall (219mm x 864mm) with weatherproof cable connections,   2"" diameter x 4"" wide x 16"" long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 416.2-NG,,Ea.,,30-45 Days,,34480,43100
,ICX,OEM,12,"The STRIDE DU 416.2-NGH detection unit is designed and manufactured to provide excellent results in hostile environments such as; mounted on the deck of an ocean cutter traveling at high speeds in rough seas; on-board a helicopter or other aircraft; installed in an open-road, all wheel drive van, jeep or truck; or any other location where heavy shock, vibration, corrosive salt water, etc. are likely to be encountered.  The housing is made of polyvinyl chloride (PVC) and all connectors are made of corrosive proof metals and/or plastics.  The internal detector and electronics are heavily cushioned  to dampen high G impacts and vibrations.  It consists of a NaI(Tl) scintillation detector with K40 for calibration verification,  a He3 neutron detector with moderator, a GM detector and DSP based electronics with LED peak stabilization.  Operating power is provided via PoE (Power over Ethernet) or via a 5 to 28 V dc input.  Includes PVC enclosure, corrosion resistant, hostile weather, shock and vibration proof, 8.625"" diameter x 34"" tall (219mm x 864mm) with weatherproof cable connections, 2"" diameter x 4"" wide x 16"" long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 416.2-NGH,,Ea.,,30-45 Days,,38080,47600
,ICX,OEM,12,"The STRIDE DU 502.3-N is an automatic radiation detection system for Crane Grabs with NaI scintillation detector, DSP based electronics, rechargeable  batteries, charging unit, wireless data transfer and control unit.  Designed for universal type grabs (> 2.0 m3).   Includes a steel detector enclosure, 3"" diameter x 2"" thick (76mm x 50.8mm) NaI(TI) detector, steel battery and wireless electronics enclosure with attached antennae, rechargeable batteries, Wi-Fi circuit and antennae, DSP based electronics with stabilization, remote dada processor, grabSPEC software, interconnecting cables, operating manuals on CD.",DU 502.3-N,,Ea.,,30-45 Days,,30840,38550
,ICX,OEM,12,"The STRIDE DU 502.4-N is an automatic radiation detection system for Crane Grabs with NaI scintillation detector, DSP based electronics, rechargeable  batteries, charging unit, wireless data transfer and control unit.  Designed for universal type of SPL grabs.   Includes a steel detector enclosure, 3"" diameter x 2"" thick (76mm x 50.8mm) NaI(TI) detector, steel battery and wireless electronics enclosure with attached antennae, rechargeable batteries, Wi-Fi circuit and antennae, DSP based electronics with stabilization, remote data processor, grabSPEC software, interconnecting cables, operating manuals on CD.",DU 502.4-N,,Ea.,,30-45 Days,,29040,36300
,ICX,OEM,12,"The STRIDE DU 716-NG Security Pillar is capable of detecting and identifying low levels of radiation in a brief amount of time.  It consists of an extremely sensitive NaI(Tl) detector with K40 for calibration verification interfaced to DSP based electronics with LED stabilization and a GM detector.  Operating power is 110 V to 220 V, AC 50 to 60 Hz, 60 W maximum.  Includes an aluminum enclosure with wood top and base, dust and humidity resistant, ÷ 24"" wide by 7.9"" deep by 52"" tall (61cm x 20cm x 132cm) with red and green LED annunciators and a horn, 2"" diameter x 4"" wide x 16"" long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, energy compensated sealed GM detector for high doserate situations, PoE (Power over Ethernet) power supply, Uninterruptable Power Supply (UPS) 1500 VA capacity; ò 4 hrs operating time; ó 3 hrs charging time, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), and operating manuals on CD",DU 716.1-NG,,Ea.,,30-45 Days,,29080,36350
,ICX,OEM,12,"The STRIDE DU 716-NGH Security Pillar is capable of detecting and identifying low levels of radiation in a brief amount of time.  It consists of an extremely sensitive NaI(Tl) detector with K40 for calibration verification interfaced to DSP based electronics with LED stabilization, a neutron detector with moderator, and a GM detector.  Operating power is 110 V to 220 V, AC 50 to 60 Hz, 60 W maximum.  aluminum enclosure with wood top and base, dust and humidity resistant, ÷ 24"" wide x 7.9"" deep x 52"" tall (61cm by 20cm by 132cm) with red and green LED annunciators and a horn, 2"" diameter x 4"" wide by 16"" long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, PoE (Power over Ethernet) power supply, Uninterruptable Power Supply (UPS) 1500 VA capacity; ò 4 hrs operating time; ó 3 hrs charging time, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), and operating manuals on CD",DU 716.1-NGH,,Ea.,,30-45 Days,,32680,40850
,ICX,OEM,12,"The STRIDE DU 816.1-NG Portal is capable of detecting and identifying very low levels of radiation in the amount of time it takes a normal stride pedestrian to walk by.  It consists of two (2) extremely sensitive long NaI(Tl) detectors separated by about 4.6?, each surrounded by K40 (KCl) for calibration verification, interfaced to DSP based electronics with LED peak stabilization, and a GM detector.  Operating power is 110 V to 220 V, AC 50 to 60 Hz, 60 W maximum.  Includes an aluminum enclosure with wood top and base, dust and humidity resistant, 55"" wide x 7.9"" deep x 52"" tall (140cm x 20cm x 132cm) with red, green and blue (with optional neutron detector) LED annunciators and a horn.  Two (2) each 2"" diameter x 4"" wide x 16"" long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, energy compensated sealed GM detector for high doserate situations, PoE (Power over Ethernet) power supply, Uninterruptable Power Supply (UPS) 1500 VA capacity; ò 4 hrs operating time; ó 3 hrs charging time, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD.",DU 816.1-NG,,Ea.,,30-45 Days,,48240,60300
,ICX,OEM,12,"The STRIDE DU 816.1-NGH Portal is capable of detecting and identifying very low levels of radiation in the amount of time it takes a normal stride pedestrian to walk by.  It consists of two (2) extremely sensitive NaI(Tl) detectors separated by about 4.6?, each surrounded by K40 for calibration verification, interfaced to DSP based electronics with LED peak stabilization, a GM detector, and a neutron detector with moderator.  Operating power is 110 V to 220 V, AC 50 to 60 Hz, 60 W maximum.  Includes an aluminum enclosure with wood top and base, dust and humidity resistant, 55"" wide x 7.9"" deep x 52"" tall (140cm x 20cm x 132cm) with red, green and blue (with optional neutron detector) LED annunciators and a horn.  Two (2) each 2? diameter x 4? wide x 16? long (50.8mm x 101.6mm x 406.4mm) NaI(TI) detector, He3 neutron detector (0.75"" x 3"" at 8atm) with moderator, energy compensated sealed GM detector for high doserate situations, Uninterruptable Power Supply (UPS) 1500 VA capacity;  ò 4 hrs operating time; ó 3 hrs charging time, DSP based electronics with LED stabilization, K40 (KCI) calibration verification source (enclosed), operating manuals on CD. ",DU 816.1-NGH,,Ea.,,30-45 Days,,51840,64800
,ICX,OEM,12,Wireless stanchion base with batteries installed for use with STRIDE,ST-WSB,,Ea.,,30-45 Days,,2280,2850
,ICX,OEM,12,Remote STRIDE system display and controller,ST-RSC,,Ea.,,30-45 Days,,636,795
,ICX,OEM,12,Power over Ethernet (PoE) power supply for one STRIDE Detection Unit,ST-POEPWR,,Ea.,,30-45 Days,,116,145
,ICX,OEM,12,Power over Ethernet (PoE) power supply and router for up to four (4) STRIDE Detection Units,ST-POE4PWR,,Ea.,,30-45 Days,,328,410
,ICX,OEM,12,Security stanchion (black) with 7' security tape for use with STRIDE,ST-BST,,Ea.,,30-45 Days,,212,265
,ICX,OEM,12,"identiFINDER - idF-NG - 1 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2000,,Ea.,,30-45 Days,,798.4,998
,ICX,OEM,12,"identiFINDER - idF-NG - 2 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2001,,Ea.,,30-45 Days,,1667.2,2084
,ICX,OEM,12,"identiFINDER - idF-NG - 3 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2002,,Ea.,,30-45 Days,,2698.4,3373
,ICX,OEM,12,"identiFINDER - idF-NG - 4 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2003,,Ea.,,30-45 Days,,3963.2,4954
,ICX,OEM,12,"identiFINDER - idF-NGH - 1 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2004,,Ea.,,30-45 Days,,949.6,1187
,ICX,OEM,12,"identiFINDER - idF-NGH - 2 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2005,,Ea.,,30-45 Days,,2003.2,2504
,ICX,OEM,12,"identiFINDER - idF-NGH - 3 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2006,,Ea.,,30-45 Days,,3240,4050
,ICX,OEM,12,"identiFINDER - idF-NGH - 4 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2007,,Ea.,,30-45 Days,,4831.2,6039
,ICX,OEM,12,"identiFINDER - idF-UL-K-NG - 1 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2008,,Ea.,,30-45 Days,,824.8,1031
,ICX,OEM,12,"identiFINDER - idF-UL-K-NG - 2 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2009,,Ea.,,30-45 Days,,1720.8,2151
,ICX,OEM,12,"identiFINDER - idF-UL-K-NG - 3 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2010,,Ea.,,30-45 Days,,2788.8,3486
,ICX,OEM,12,"identiFINDER - idF-UL-K-NG - 4 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2011,,Ea.,,30-45 Days,,4099.2,5124
,ICX,OEM,12,"identiFINDER - idF-UL-K-NGH - 1 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2012,,Ea.,,30-45 Days,,976,1220
,ICX,OEM,12,"identiFINDER - idF-UL-K-NGH - 2 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2013,,Ea.,,30-45 Days,,2057.6,2572
,ICX,OEM,12,"identiFINDER - idF-UL-K-NGH - 3 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2014,,Ea.,,30-45 Days,,3330.4,4163
,ICX,OEM,12,"identiFINDER - idF-UL-K-NGH - 4 Year extension to standard warranty  
Includes priority phone support, turnaround time, and next day outbound shipping for service and maintenance; unlimited repairs due to normal use, parts and labor; preventative maintenance; software updates; automatic case logging.
Extended warranty pricing is ONLY applicable for new products.  If you are interested in purchasing an enhanced warranty package for an instrument already fielded, please contact the factory.",EWS-2015,,Ea.,,30-45 Days,,4967.2,6209
