id,manufacturer,source,catalog_id,model,part_num,nsn,uom,expires,delivery,markup,fr_cost,sale_price
,Kappler,OEM,8,"Coverall, Pvg Zyton 100, Zipper Front, Collar, Elastic Wrists And Ankles, Serged (large/xl); 12 Per Case ",Z1S417LGXL,,Ea.,,30 Days,0.3,67.74,88.38
,Kappler,OEM,8,"Coverall, Pvg Zyton 100, Zipper Front, Collar, Elastic Wrists And Ankles, Serged (small/medium); 12 Per Case ",Z1S417SMMD,,Ea.,,30 Days,0.3,67.74,88.38
,Kappler,OEM,8,"Coverall, Pvg Zyton 100, Zipper Front, Collar, Elastic Wrists And Ankles, Serged (2xl/3xl); 12 Per Case ",Z1S4172X3X,,Ea.,,30 Days,0.3,74.52,97.23
,Kappler,OEM,8,Pvg Zyton 300 Coverall Total Encapsulating Suit (large/x-large) 6 Per Case ,Z3H571LGXL,,Ea.,,30 Days,0.3,470.57,613.93
,Kappler,OEM,8,Pvg Zyton 300 Coverall Total Encapsulating Suit (small/medium) 6 Per Case ,Z3H571SMMD,,Ea.,,30 Days,0.3,470.57,613.93
,Kappler,OEM,8,Pvg Zyton 300 Coverall Total Encapsulating Suit (xxl/xxxl) 6 Per Case ,Z3H5712X3X,,Ea.,,30 Days,0.3,517.61,675.28
,Kestrel,OEM,8,Kestrel 4500 Weather Meter ,4500,,Ea.,,30 Days,0.19,299,355.35
,Generic,OEM,8,"5000w Gas Generator, Honda ",EM50002ACH,,Ea.,,30 Days,0.3,2100,2721.02
,L3 Comms Corp,OEM,8,M953 Night Vision Binocular,AN/PVS-15,,Ea.,,30 Days,0.1,11982,13180.2
,Lakeland,OEM,8,Level A Tychem Tk 650 Deluxe (large) ,TK650-L,,Ea.,,30 Days,0.15,676.51,777.99
,Lakeland,OEM,8,Level A Tychem Tk 650 Deluxe (medium) ,TK650-M,,Ea.,,30 Days,0.15,676.51,777.99
,Lakeland,OEM,8,Level A Tychem Tk 650 Deluxe (small) ,TK650-S,,Ea.,,30 Days,0.15,676.51,777.99
,Lakeland,OEM,8,Level A Tychem Tk 650 Deluxe (xl) ,TK650-XL,,Ea.,,30 Days,0.15,676.51,777.99
,Lakeland,OEM,8,Level A Tychem Tk 650 Deluxe (xxl) ,TK650-XXL,,Ea.,,30 Days,0.15,676.51,777.99
,Lakeland,OEM,8,Level A Tychem Tk 650 Deluxe (xxxl) ,TK650-XXXL,,Ea.,,30 Days,0.15,710.34,816.89
,Lakeland,OEM,8,Level A Encapsulated Suit - Large ,TK656-L,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,Level A Encapsulated Suit - Medium ,TK656-M,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,Level A Encapsulated Suit - Small ,TK656-S,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,Level A Encapsulated Suit - Xl ,TK656-XL,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,Level A Encapsulated Suit - Xxl ,TK656-XXL,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,Level A Encapsulated Suit - Xxxl ,TK656-XXXL,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,"Coverall, Tychem Lv, Respirator Fit Hood, Double Storm Flap With Hook And Loop, Elastic Face And Wrists, Attached Boots With Boot Flaps (large); 6 Per Case ",LV165-L,,Ea.,,30 Days,0.15,320.76,368.87
,Lakeland,OEM,8,"Coverall, Tychem Lv, Respirator Fit Hood, Double Storm Flap With Hook And Loop, Elastic Face And Wrists, Attached Boots With Boot Flaps (medium); 6 Per Case ",LV165-M,,Ea.,,30 Days,0.15,311.85,358.63
,Lakeland,OEM,8,"Coverall, Tychem Lv, Respirator Fit Hood, Double Storm Flap With Hook And Loop, Elastic Face And Wrists, Attached Boots With Boot Flaps (small); 6 Per Case ",LV165-S,,Ea.,,30 Days,0.15,311.85,358.63
,Lakeland,OEM,8,"Coverall, Tychem Lv, Respirator Fit Hood, Double Storm Flap With Hook And Loop, Elastic Face And Wrists, Attached Boots With Boot Flaps (xl); 6 Per Case ",LV165-XL,,Ea.,,30 Days,0.15,311.85,358.63
,Lakeland,OEM,8,"Coverall, Tychem Lv, Respirator Fit Hood, Double Storm Flap With Hook And Loop, Elastic Face And Wrists, Attached Boots With Boot Flaps (xxl); 6 Per Case ",LV165-XXL,,Ea.,,30 Days,0.15,311.85,358.63
,Lakeland,OEM,8,"Coverall, Tychem Sl (large); 6 Per Case ",72150-L,,Ea.,,30 Days,0.15,153.88,176.96
,Lakeland,OEM,8,"Coverall, Tychem Sl (medium); 6 Per Case ",72150-M,,Ea.,,30 Days,0.15,153.88,176.96
,Lakeland,OEM,8,"Coverall, Tychem Sl (small); 6 Per Case ",72150-S,,Ea.,,30 Days,0.15,161.58,185.82
,Lakeland,OEM,8,"Coverall, Tychem Sl (xl); 6 Per Case ",72150-XL,,Ea.,,30 Days,0.15,153.88,176.96
,Lakeland,OEM,8,"Coverall, Tychem Sl (xxl); 6 Per Case ",72150-XXL,,Ea.,,30 Days,0.15,132.45,152.32
,Lakeland,OEM,8,"Coverall, Tyvek Disposable (large); 25 Per Case (replaces 1015) ",01428-L,,Ea.,,30 Days,0.15,85.19,97.97
,Lakeland,OEM,8,"Coverall, Tyvek Disposable (medium); 25 Per Case (replaces 1015) ",01428-M,,Ea.,,30 Days,0.15,85.19,97.97
,Lakeland,OEM,8,"Coverall, Tyvek Disposable, (small); 25 Per Case (replaces 1015) ",01428-S,,Ea.,,30 Days,0.15,85.19,97.97
,Lakeland,OEM,8,"Coverall, Tyvek Disposable (xl); 25 Per Case (replaces 1015) ",01428-XL,,Ea.,,30 Days,0.15,85.19,97.97
,Lakeland,OEM,8,"Coverall, Tyvek Disposable (xxl); 25 Per Case (replaces 1015) ",0142-XXL,,Ea.,,30 Days,0.15,100.73,115.84
,Lakeland,OEM,8,"Level C Coveralls, Tychem F; (large) 6 Per Case ",60132-L,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,"Level C Coveralls, Tychem F (medium); 6 Per Case ",60132-M,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,"Level C Coveralls, Tychem F (small); 6 Per Case ",60132-S,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,"Level C Coveralls, Tychem F (xl); 6 Per Case ",60132-XL,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,"Level C Coveralls, Tychem F (xxl); 6 Per Case ",60132-XXL,,Ea.,,30 Days,,0,0
,Lakeland,OEM,8,Micromax Coverall - (large) 25 Per Case   ,TG428-L,,Ea.,,30 Days,0.15,66.52,76.5
,Lakeland,OEM,8,Micromax Coverall - Medium ,TG428-M,,Ea.,,30 Days,0.15,66.52,76.5
,Lakeland,OEM,8,Micromax Coverall - Small ,TG428-S,,Ea.,,30 Days,0.15,66.42,76.38
,Lakeland,OEM,8,Micromax Coverall - Xl ,TG428-XL,,Ea.,,30 Days,0.15,66.42,76.38
,Lakeland,OEM,8,Micromax Coverall - Xxl ,TG428-XXL,,Ea.,,30 Days,0.15,66.42,76.38
,Lakeland,OEM,8,Micromax Coverall - Xxxl ,TG428-XXXL,,Ea.,,30 Days,0.15,69.85,80.33
,Lakeland,OEM,8,"Level A Fully Encapsulated Suit, Nfpa 1994-2007 Class 2 Ensemble W/interspiro Pass-thru, Sizes S Through Xl",TK658/P11-S-XL,,Ea.,,30 Days,0.15,736.49,846.96
,Lakeland,OEM,8,"Level A Fully Encapsulated Suit, Nfpa 1994-2007 Class 2 Ensemble W/interspiro Pass-thru, Sizes 2x",TK658/P11-2X,,Ea.,,30 Days,0.15,773.31,889.31
,Lakeland,OEM,8,"Level A Fully Encapsulated Suit, Nfpa 1994-2007 Class 2 Ensemble W/interspiro Pass-thru, Sizes 4x",TK658/P11-3X,,Ea.,,30 Days,0.15,811.98,933.78
,Lakeland,OEM,8,"Level A Fully Encapsulated Suit, Nfpa 1994-2007 Class 2 Ensemble W/interspiro Pass-thru, Sizes 3x",TK658/P11-4X,,Ea.,,30 Days,0.15,852.58,980.47
,Lakeland,OEM,8,"Level A Fully Encapsulated Suit, Nfpa 1994-2007 Class 2 Ensemble W/interspiro Pass-thru, Sizes 5x",TK658/P11-5X,,Ea.,,30 Days,0.15,895.21,1029.49
,Generic,OEM,8,Dfu Pre-separator,DFU-A-11,,Ea.,,30 Days,0.1,153.3,168.63
,Generic,OEM,8,Dfu Conical Tubes,DFU-A-25,,Ea.,,30 Days,0.1,2.46,2.71
,Generic,OEM,8,"Dfu 1000, Dry Filter Unit",DFU-A-1000,,Ea.,,30 Days,0.1,2409.75,2650.73
,Mine Safety Appliances,OEM,8,Flow Test Adapter For Threaded Ip Hose ,10064117,,Ea.,,30 Days,0.11,82.06,90.68
,Mine Safety Appliances,OEM,8,Spider Gasket ,10007994,,Ea.,,30 Days,0.11,2.6,2.87
,Mine Safety Appliances,OEM,8,Mask Pouch ,10034184,,Ea.,,30 Days,0.11,41.72,46.1
,Mine Safety Appliances,OEM,8,Spectacle Kit ,816137,,Ea.,,30 Days,0.11,53.18,58.76
,Mine Safety Appliances,OEM,8,"Canister, Gas Mask, Adv 1000, Cba/rca, 6/bx ",817590,,Ea.,,30 Days,0.11,147.54,163.03
,Mine Safety Appliances,OEM,8,"Cartridges, Optifilter, Cba/rca, P100, 6/bx ",10011890,,Ea.,,30 Days,0.11,179.18,197.99
,Mine Safety Appliances,OEM,8,"Gas Mask Assy, Adv 1000, Cba-rca, Lg, Bk ",813861,,Ea.,,30 Days,0.11,169.98,187.83
,Mine Safety Appliances,OEM,8,"Gas Mask Assy, Adv 1000, Cba-rca, Md, Bk ",813859,,Ea.,,30 Days,0.11,169.98,187.83
,Mine Safety Appliances,OEM,8,"Gas Mask Assy, Adv 1000, Cba-rca, Sm, Bk ",813860,,Ea.,,30 Days,0.11,169.98,187.83
,Mine Safety Appliances,OEM,8,Millennium Head Harness Assembly ,10008587,,Ea.,,30 Days,0.11,10.39,11.48
,Mine Safety Appliances,OEM,8,"Papr Assy, Optimair Mm2k, Ultravue, Hyc, Lg ",10023857,,Ea.,,30 Days,0.11,377.05,416.64
,Mine Safety Appliances,OEM,8,"Papr Assy, Optimair Mm2k,ultravue, Sil, Md ",10023859,,Ea.,,30 Days,0.11,377.05,416.64
,Mine Safety Appliances,OEM,8,"Papr Assy, Optimair Mm2k, Ultravue, Sil, Sm ",10023881,,Ea.,,30 Days,0.11,377.05,416.64
,Mine Safety Appliances,OEM,8,Amplifier Kit W/ Bracket And Voicemitter ,10024074,,Ea.,,30 Days,0.11,306.21,338.36
,Mine Safety Appliances,OEM,8,Cbrn Canister ,10046570,,Ea.,,30 Days,0.11,29.11,32.17
,Mine Safety Appliances,OEM,8,"Carbon Scba Cylinders H60, 60 Minute High Pressure W/ Valves ",807588,,Ea.,,30 Days,0.11,1295.27,1431.27
,Mine Safety Appliances,OEM,8,Deflector ,10007388,,Ea.,,30 Days,0.11,2.54,2.81
,Mine Safety Appliances,OEM,8,Esp Ii Millennium Voice Amplifier ,10026265,,Ea.,,30 Days,0.11,232.88,257.33
,Mine Safety Appliances,OEM,8,Exhalation Valve ,10007996,,Ea.,,30 Days,0.11,2.6,2.87
,Mine Safety Appliances,OEM,8,Firehawk 4500 Ultra Elite Facepiece - Sml ,815869,,Ea.,,30 Days,0.11,295.43,326.45
,Mine Safety Appliances,OEM,8,Firehawk 4500 Ultra Elite Facepiece - Med ,815854,,Ea.,,30 Days,0.11,295.43,326.45
,Mine Safety Appliances,OEM,8,Firehawk 4500 Ultra Elite Facepiece - Lge ,815875,,Ea.,,30 Days,0.11,295.43,326.45
,Mine Safety Appliances,OEM,8,"Firehawk 4500 W/ Clear Command Amp, Pass, Hud, Buddy Breather And Cylinder (large Ultra Elite Face Piece) ",K-CMD-14N01D14CD0,,Ea.,,30 Days,0.11,4873,5384.67
,Mine Safety Appliances,OEM,8,"Firehawk 4500 W/ Clear Command Amp, Pass, Hud, Buddy Breather And Cylinder (medium Ultra Elite Face Piece) ",K-CMD-14N01C14CD0,,Ea.,,30 Days,0.11,4873,5384.67
,Mine Safety Appliances,OEM,8,"Firehawk 4500 W/ Clear Command Amp, Pass, Hud, Buddy Breather And Cylinder (small Ultra Elite Face Piece) ",K-CMD-14D01B14CD0,,Ea.,,30 Days,0.11,4958.25,5478.87
,Mine Safety Appliances,OEM,8,"Firehawk 4500 W/ Pass, Hud, Buddy Breather And Cylinder ",K-CMD-14D0A00AD0,,Ea.,,30 Days,0.11,4237.75,4682.71
,Mine Safety Appliances,OEM,8,Gasket ,10007979,,Ea.,,30 Days,0.11,2.6,2.87
,Mine Safety Appliances,OEM,8,Inhalation Valve Assembly ,10007421,,Ea.,,30 Days,0.11,1.65,1.82
,Mine Safety Appliances,OEM,8,Valve Seat ,305349,,Ea.,,30 Days,0.11,1.83,2.02
,Mine Safety Appliances,OEM,8,Valve Disc ,305350,,Ea.,,30 Days,0.11,1.33,1.47
,Mine Safety Appliances,OEM,8,Millennium Nose Cup Assembly - Small ,10006824,,Ea.,,30 Days,0.11,35.52,39.25
,Mine Safety Appliances,OEM,8,Millennium Nose Cup Assembly - Large ,10006825,,Ea.,,30 Days,0.11,35.52,39.25
,Mine Safety Appliances,OEM,8,Millennium Nose Cup Assembly - Medium ,10006823,,Ea.,,30 Days,0.11,35.52,39.25
,Miti Co / Iml,OEM,8,"Complete Portable Decon Kit, Single Pool, Decon Hoop Wash Kit",DHK1-40,,Ea.,,30 Days,0.1,5025,5527.5
,Msa,OEM,8,"Air Force Cots M7 Responder Scba 4500psi, D-pull W/chest Strap/swiveling Lumbar, 60' Bottle W/air, Med. Facepiece & Nosecup, Speed-on Less Strap, Clear Com Amp/ri W/lapel Mic, Apr 18"" Tube, Pass/telem W/thermalarm, Hard Case - Extra 60 Bottle & Cbrn ",A-M7R-AFCOTS-60-M,,Ea.,,30 Days,0.15,8096.68,9307.13
,Na Rescue,OEM,8,Raven Litter Model 90c ,60-0001,,Ea.,,30 Days,0.25,298,372.5
,North Safety Products,OEM,8,Disposable Level B Gloves,FR-B144GI/XS-XL,,Ea.,,30 Days,0.14,29.3,33.55
,North Safety Products,OEM,8,Gloves North Butyl 7mil (sm) ,B074GI-S,,Ea.,,30 Days,0.14,11.04,12.64
,North Safety Products,OEM,8,Gloves Borth Butyl 7mil (med) ,B074GI-M,,Ea.,,30 Days,0.14,11.04,12.64
,North Safety Products,OEM,8,Gloves Borth Butyl 7mil (lrg)  ,B074GI-L,,Ea.,,30 Days,0.14,11.04,12.64
,North Safety Products,OEM,8,Cotton Inserts For Butyl Gloves - Extra-large ,74-2101-FAM-XL,,Ea.,,30 Days,0.2,2,2.4
,North Safety Products,OEM,8,Cotton Inserts For Butyl Gloves - Large ,74-2101-FAM-L,,Ea.,,30 Days,0.2,2,2.4
,North Safety Products,OEM,8,Cotton Inserts For Butyl Gloves - Medium ,74-2101-FAM-M,,Ea.,,30 Days,0.2,2,2.4
,North Safety Products,OEM,8,"Butyl Gloves, Rough Curved Hand, 14 Mil, 14"" Length - Extra Small ",B144RGI-XS,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Rough Curved Hand, 14 Mil, 14"" Length - Small ",B144RGI-S,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Rough Curved Hand, 14 Mil, 14"" Length - Medium ",B144RGI-M,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Rough Curved Hand, 14 Mil, 14"" Length - Large ",B144RGI-L,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Rough Curved Hand, 14 Mil, 14"" Length - Extra Large ",B144RGI-XL,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Smooth Curved Hand, 14 Mil, 14"" Length - Medium ",B144GI-M,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Smooth Curved Hand, 14 Mil, 14"" Length - Large ",B144GI-L,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"Butyl Gloves, Smooth Curved Hand, 14 Mil, 14"" Length - Extra Large ",B144GI-XL,,Ea.,,30 Days,0.2,14.65,17.58
,North Safety Products,OEM,8,"North Silver Shield (size 10)  (1 Pair Per Bag, 10 Bags Per Case) ",SSG-10,,Ea.,,30 Days,0.2,153.5,184.2
,North Safety Products,OEM,8,"North Silver Shield (size 9)  (1 Pair Per Bag, 10 Bags Per Case) ",SSG-9,,Ea.,,30 Days,0.2,153.5,184.2
,North Safety Products,OEM,8,"North Silver Shield (size 8) (1 Pair Per Bag, 10 Bags Per Case) ",SSG-8,,Ea.,,30 Days,0.2,153.5,184.2
,North Safety Products,OEM,8,"North Viton Glove - Thickness 10 Mil (0.25mm) - Length 11"" (28cm) - 1 Pair Per Bag, 10 Bags Per Case - Size 8 ",F101-8,,Ea.,,30 Days,0.2,43.73,52.48
,North Safety Products,OEM,8,"North Viton Glove - Thickness 10 Mil (0.25mm) - Length 11"" (28cm) - 1 Pair Per Bag, 10 Bags Per Case - Size 9 ",F101-9,,Ea.,,30 Days,0.2,43.73,52.48
,North Safety Products,OEM,8,"North Viton Glove - Thickness 10 Mil (0.25mm) - Length 11"" (28cm) - 1 Pair Per Bag, 10 Bags Per Case - Size 10 ",F101-10,,Ea.,,30 Days,0.2,43.73,52.48
,North Safety Products,OEM,8,"North Viton Glove - Thickness 10 Mil (0.25mm) - Length 11"" (28cm) - 1 Pair Per Bag, 10 Bags Per Case - Size 11 ",F101-11,,Ea.,,30 Days,0.2,43.73,52.48
,North Safety Products,OEM,8,"North Viton (size 9) 1 Pair Per Bag, 10 Pairs Per Case. ",F124-9,,Ea.,,30 Days,0.2,65.35,78.42
,North Safety Products,OEM,8,"North Viton (size 10) 1 Pair Per Bag, 10 Pairs Per Case. ",F124-10,,Ea.,,30 Days,0.2,65.35,78.42
,North Safety Products,OEM,8,"North Viton (size 11) 1 Pair Per Bag, 10 Pairs Per Case. ",F124-11,,Ea.,,30 Days,0.2,65.35,78.42
,Onguard,OEM,8,Hazmax - Size 6 ,87012-6,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 7 ,87012-7,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 8 ,87012-8,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 9 ,87012-9,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 10 ,87012-10,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 11 ,87012-11,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 12 ,87012-12,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 13 ,87012-13,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 14 ,87012-14,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax - Size 15 ,87012-15,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 6 ,87025-6,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 7 ,87025-7,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 8 ,87025-8,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 9 ,87025-9,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 10 ,87025-10,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 11 ,87025-11,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 12 ,87025-12,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 13 ,87025-13,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Hazmax Chemical Overshoe - Size 14 ,87025-14,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Copy Of Hazmax Chemical Overshoe - Size 15 [camber],87025-15,,Ea.,,30 Days,0.16,30.53,35.41
,Onguard,OEM,8,Ez Fit Hazmax - Size 15 ,87015-15,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Ez Fit Hazmax - Size 11 ,87015-11,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Ez Fit Hazmax - Size 14 ,87015-14,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Ez Fit Hazmax - Size 13 ,87015-13,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Ez Fit Hazmax - Size 12 ,87015-12,,Ea.,,30 Days,0.16,53.25,61.77
,Onguard,OEM,8,Level B Boots,87012,,Ea.,,30 Days,0.16,53.25,61.77
,Phoenix Group,OEM,8,Sigmon Class 3 Suit (small) ,ANC3E-S,,Ea.,,30 Days,0.11,210,233.1
,Phoenix Group,OEM,8,Sigmon Class 3 Suit (medium) ,ANC3E-M,,Ea.,,30 Days,0.11,210,233.1
,Phoenix Group,OEM,8,Sigmon Class 3 Suit  (large) ,ANC3E-L,,Ea.,,30 Days,0.11,210,233.1
,Phoenix Group,OEM,8,Sigmon Class 3 Suit  (xl) ,ANC3E-XL,,Ea.,,30 Days,0.11,210,233.1
,Phoenix Group,OEM,8,Sigmon Class 3 Suit  (2xl) ,ANC3E-XXL,,Ea.,,30 Days,0.11,210,233.1
,Quicksilver Analytics,OEM,8,"Reactive Skin Decontamination Lotion, 3-pack (replaces M291 Kit)",10051,,Ea.,,30 Days,0.12,91.4,101.99
,Quicksilver Analytics,OEM,8,Large Area Sampling Kit (laskit) ,BIS-40001A,,Ea.,,30 Days,0.1,29.99,32.99
,Quicksilver Analytics,OEM,8,Chem/bio  Sampling Kit (sas Kit) ,SAS KIT,,Ea.,,30 Days,0.1,15.29,16.82
,Quicksilver Analytics,OEM,8,Qsa-102 Full ,QSA-102 FULL FAC,,Ea.,,30 Days,0.1,2423.29,2665.62
,Radeco,OEM,8,"Filter Holder, 4""",2500-25,,Ea.,,30 Days,0.11,135,149.85
,Radeco,OEM,8,Tripod W/adapter,TRP-2,,Ea.,,30 Days,0.11,175,194.25
,Radeco,OEM,8,Soft Case Air For Sampling Kit,SC-1,,Ea.,,30 Days,0.11,248,275.28
,Radeco,OEM,8,"Filter Paper, 100/package",0750-49,,Ea.,,30 Days,0.11,78,86.58
,Radeco,OEM,8,Portable High Vol Air Sampler,H-809VII,,Ea.,,30 Days,0.11,1005,1115.55
,Radeco,OEM,8,"Airflow Calibrator, 2 To 20 Cfm",D-8528,,Ea.,,30 Days,0.11,1545,1714.95
,Rae Systems,OEM,8,"No Cal Gas, 25 Ppm (balance Nitrogen), In 58l Cylinder, 1 Year Shelf Life ",600-0054-000,,Ea.,,30 Days,0.18,181.8,213.62
,Rae Systems,OEM,8,"No2 Cal Gas, 5 Ppm (balance Nitrogen), In 58l Cylinder, 6 Month Shelf Life ",600-0055-000,,Ea.,,30 Days,0.18,181.8,213.62
,Rae Systems,OEM,8,"Ph3 Cal Gas, 5 Ppm (balance Nitrogen), In 58l Cylinder, 6 Month Shelf Life ",600-0059-000,,Ea.,,30 Days,0.18,181.8,213.62
,Rae Systems,OEM,8,"Cl2 Cal Gas, 10 Ppm (balance Nitrogen), In 58l Cylinder, 8 Month Shelf Life ",600-0056-000,,Ea.,,30 Days,0.18,181.8,213.62
,Rae Systems,OEM,8,"Hcn Cal Gas, 10 Ppm (balance Nitrogen), In 58l Cylinder, 1 Year Shelf Life ",600-0057-000,,Ea.,,30 Days,0.18,181.8,213.62
,Rae Systems,OEM,8,Multirae Hcn Sensor  ,008-1117-000,,Ea.,,30 Days,0.18,256.8,301.74
,Rae Systems,OEM,8,Multirae O2 Sensor ,008-1161-000,,Ea.,,30 Days,0.18,78,91.65
,Rae Systems,OEM,8,Multirae Lel Sensor ,008-1171-001,,Ea.,,30 Days,0.18,114,133.95
,Rae Systems,OEM,8,Multirae Ph3 Sensor ,008-1119-000,,Ea.,,30 Days,0.18,256.8,301.74
,Rae Systems,OEM,8,Multirae Cl2 Sensor ,008-1116-001,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,Multirae No Sensor ,008-1114-000,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,Multirae So2 Sensor  ,008-1113-000,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,Multirae Nh3 Sensor  ,008-1125-000,,Ea.,,30 Days,0.18,256.8,301.74
,Rae Systems,OEM,8,Multirae No2 Sensor ,008-1115-000,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,"Nh3 Cal Gas, 50 Ppm (balance Nitrogen), In 58l Cylinder, 1 Year Shelf Life ",600-0058-000,,Ea.,,30 Days,0.18,181.8,213.62
,Rae Systems,OEM,8,Multirae Plus (pgm-50-5p) & Accessories  ,009-3821-010,,Ea.,,30 Days,0.18,2847.6,3345.93
,Rae Systems,OEM,8,Multirae H2s Sensor  ,008-1111-000,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,"So2 Cal Gas, 5 Ppm (balance Nitrogen), In 58l Cylinder, 1 Year Shelf Life ",600-0053-000,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,Arearae (pgm-5020) & Accessories ,039-W128-110,,Ea.,,30 Days,,0,0
,Rae Systems,OEM,8,"Arearae Co, O2, Lel, And Nh3 Sensors ",008-1112-000,,Ea.,,30 Days,0.18,127.2,149.46
,Rae Systems,OEM,8,"Multirae Plus, Lel, O2, H2s, Co, 10.6 Lamp, Pump/li-ion Battery/charger, Accessories And Calibration Kit",009-3121-014,,Ea.,,30 Days,0.18,3234,3799.95
,Rae Systems,OEM,8,"Multirae Calibration Kit W/ 4-gas Cal Gas + Isobutylene, Regulators, Tubing In A Hard Case",008-3001-000,,Ea.,,30 Days,0.18,448.2,526.64
,Generic,OEM,8,Coleman Cable 12/3 50' Sjeow Right Angle Gfci W/tri-source Receptacle,02838,,Ea.,,30 Days,0.15,56.47,64.94
,Generic,OEM,8,"Ntn, Dagr Receiver (9 Month Lead Time)",822-1873-002,,Ea.,,30 Days,0.15,1868,2148.2
,Generic,OEM,8,"Battery, Ba5800a/u ",BA5800A-U,,Ea.,,30 Days,0.2,27.1,32.52
,Safetytech International,OEM,8,Belt Assy ,S-30019-001,,Ea.,,30 Days,0.15,14.4,16.56
,Safetytech International,OEM,8,Breathing Tube Assy ,SÃ¢â‚¬ï¿½30111Ã¢â‚¬ï¿½001,,Ea.,,30 Days,0.15,21.6,24.84
,Safetytech International,OEM,8,C-420 Blower Filter Gasket ,M-60026-002,,Ea.,,30 Days,0.13,8,9
,Safetytech International,OEM,8,C420 Remote Cable Assy ,M-60039-001,,Ea.,,30 Days,0.13,180,202.5
,Safetytech International,OEM,8,C420 Shower Decontamination Caps ,M-70004-001,,Ea.,,30 Days,0.15,11.2,12.88
,Safetytech International,OEM,8,Powered Air Purifying Respirator (papr) ,M-60067-001,,Ea.,,30 Days,,0,0
,Safetytech International,OEM,8,Airflow Indicator ,S-30020-001,,Ea.,,30 Days,0.13,12.8,14.4
,Saic,OEM,8,Gr-135d Plus Handheld Isotope Identifier,GR-135D,,Ea.,,30 Days,0.1,7150,7861.43
