id,manufacturer,source,catalog_id,model,part_num,nsn,uom,expires,delivery,markup,fr_cost,sell_price
,Draeger Safety,OEM,2.0,"R55910 - Xplore 2100, Epdm, F/l Resp. W/5 P100",FR-R55910,,Ea.,,10-14 Days,,32,27.24
,Draeger Safety,OEM,2.0,"R55331 - Xplore 3300 - Limited Use, Small",FR-R55331,,Ea.,,10-14 Days,,11,9.36
,Draeger Safety,OEM,2.0,"R55330 - Xplore 3300 - Limited Use, Med",FR-R55330,,Ea.,,10-14 Days,,11,9.36
,Draeger Safety,OEM,2.0,"R55332 - Xplore 3300 - Limited Use, Lg",FR-R55332,,Ea.,,10-14 Days,,11,9.36
,Draeger Safety,OEM,2.0,R55351 - Xplore 3500 - Premium Half-mask - Sm,FR-R55351,,Ea.,,10-14 Days,,22,18.73
,Draeger Safety,OEM,2.0,"R55350 - Xplore 3500 - Premium Half-mask, Med",FR-R55350,,Ea.,,10-14 Days,,22,18.73
,Draeger Safety,OEM,2.0,"R55352 - Xplore 3500 - Premium Half-mask, Lg",FR-R55352,,Ea.,,10-14 Days,,22,18.73
,Draeger Safety,OEM,2.0,6738012 - P100 Filters,FR-6738012,,Ea.,,10-14 Days,,54.2,68.36
,Draeger Safety,OEM,2.0,6738020 - N95 Filter Pad,FR-6738020,,Ea.,,10-14 Days,,14.85,18.73
,Draeger Safety,OEM,2.0,6738021 - R95 Filter Pad,FR-6738021,,Ea.,,10-14 Days,,21.6,27.24
,Draeger Safety,OEM,2.0,6738024 - Organic Vapor Cart.,FR-6738024,,Ea.,,10-14 Days,,58.73,74.07
,Draeger Safety,OEM,2.0,"6738025 - Organic Vapor/acid Gas, Formaldehyde., Cio2, Hydrogen Flouride",FR-6738025,,Ea.,,10-14 Days,,60.75,76.62
,Draeger Safety,OEM,2.0,Scba,FR-4058561,,Ea.,,30 Days,,4128.98,5423.33
,Draeger Safety,OEM,2.0,"4058561 - Scba, Airboss Pss100 Plus, 60-minute, Carbon Composite",FR-4055699,,Ea.,,30 Days,,806.63,1059.49
,Draeger Safety,OEM,2.0,8101735 - Hazmat Simul. Test Set I - Inorganic Gases,FR-8101735,,Ea.,,30 Days,,52.5,59.69
,Draeger Safety,OEM,2.0,8101770 - Hazmat Simul. Test Set Iii - Organic Vapors,FR-8101770,,Ea.,,30 Days,,52.5,59.69
,Draeger Safety,OEM,2.0,8101736 - Hazmat Simul. Test Set Ii - Inorganic Vapors,FR-8101736,,Ea.,,30 Days,,52.5,59.69
,Draeger Safety,OEM,2.0,4055711 - Cms Emergency Response Kit For Vocs/tims,FR-4055711,,Ea.,,20 Days,,3399.15,3424.64
,Draeger Safety,OEM,2.0,4056562 - Clan Lab Simultest Kit,FR-4056562,,Ea.,,20 Days,,917.15,924.03
,Draeger Safety,OEM,2.0,4056098 - Hazmat Simultest Kit Without Accuro Pump,FR-4056098,,Ea.,,20 Days,,1273.3,1557.75
,Draeger Safety,OEM,2.0,6400565s - Civil Defense Simultest Kit With Accuro Pump,FR-6400565S,,Ea.,,20 Days,,3225.75,3746.99
,Draeger Safety,OEM,2.0,4055976 - Cms Emer. Response Kit W/o Chips,FR-4055976,,Ea.,,20 Days,,2295.3,2808.05
,Draeger Safety,OEM,2.0,Ch28401 - Polytest Qualitative,FR-CH28401,,Ea.,,10 Days,,43.4,53.1
,Draeger Safety,OEM,2.0,"8103140 - Civil Defense Simultest Set I - Phosgene, Hd, Hn, Hcn, Lewisite",FR-8103140,,Ea.,,10 Days,,182.75,212.28
,Draeger Safety,OEM,2.0,"8103200 - Civil Defense Simultest Set V - Nerve Agent, Phosgene, Cyanogen Chloride, Ci2, Hd",FR-8103200,,Ea.,,10 Days,,182.75,212.28
,Draeger Safety,OEM,2.0,"4053473 - Includes Pump, Tube Opener,  Spare Parts Kit, Allen Wrench, Nylon Case",FR-4053473,,Ea.,,10 Days,,374.5,458.16
,Draeger Safety,OEM,2.0,4056443 - Hard-side AccuroÂ® Pump Kit,FR-4056443,,Ea.,,10 Days,,412.3,504.4
,Draeger Safety,OEM,2.0,6718401 - Triethylamine 5/a,FR-6718401,,Ea.,,10 Days,,53.2,65.08
,Draeger Safety,OEM,2.0,"6728861 - (5) Chloroform 2/a, 2-10 Ppm",FR-6728861,,Ea.,,10 Days,,84,102.77
,Draeger Safety,OEM,2.0,"Ch31701 - Sulfur Dioxide 1/a, 1-25 Ppm",FR-CH31701,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,"8101941 - Ammonia 5/b, 5-100 Ppm",FR-8101941,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,"6722101 - Acetic Acid 5/a, 5-80 Ppm",FR-6722101,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,Ch29501 -  Hydrochloric Acid 1/a (1 - 10 Ppm),FR-CH29501,,Ea.,,10 Days,,56.18,68.72
,Draeger Safety,OEM,2.0,Ch22901 - Acetone 110/b,FR-CH22901,,Ea.,,10 Days,,46.73,57.16
,Draeger Safety,OEM,2.0,"8101121 - Acid Test, Qualitative",FR-8101121,,Ea.,,10 Days,,46.73,57.16
,Draeger Safety,OEM,2.0,8101631 - Alcohol 25/a,FR-8101631,,Ea.,,10 Days,,57.58,70.44
,Draeger Safety,OEM,2.0,Ch29701 - Alcohol 100/a,FR-CH29701,,Ea.,,10 Days,,47.78,58.45
,Draeger Safety,OEM,2.0,8101711 - Ammonia 0.25/a,FR-8101711,,Ea.,,10 Days,,55.13,67.44
,Draeger Safety,OEM,2.0,8101811 - Carbon Dioxide 100/a,FR-8101811,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,"Ch23501 - Carbon Dioxide 0.1%/a, Sei",FR-CH23501,,Ea.,,10 Days,,41.65,50.95
,Draeger Safety,OEM,2.0,8103321 - Carbon Monoxide 10/d,FR-8103321,,Ea.,,10 Days,,46.38,56.73
,Draeger Safety,OEM,2.0,Ch27401 - Carbon Tetrachloride 5.0 To 50 Ppm,FR-CH27401,,Ea.,,10 Days,,67.73,82.85
,Draeger Safety,OEM,2.0,Ch24301 - Chlorine 0.2/a,FR-CH24301,,Ea.,,10 Days,,42.7,52.24
,Draeger Safety,OEM,2.0,Ch20701 - Chlorine 50/a,FR-CH20701,,Ea.,,10 Days,,53.55,65.51
,Draeger Safety,OEM,2.0,Ch20201 - Ethyl Acetate 200/a,FR-CH20201,,Ea.,,10 Days,,55.83,68.3
,Draeger Safety,OEM,2.0,8103571 - Hydrocarbons 0.1%b,FR-8103571,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,8101681 - Hydrochloric Acid/nitric Acid 1/a,FR-8101681,,Ea.,,10 Days,,70.7,86.49
,Draeger Safety,OEM,2.0,Ch25701 - Hydrocyanic Acid 2/a (sei),FR-CH25701,,Ea.,,10 Days,,47.78,58.45
,Draeger Safety,OEM,2.0,8101511 - Hydrogen 0.2%/a,FR-8101511,,Ea.,,10 Days,,63.7,77.93
,Draeger Safety,OEM,2.0,8103251 - Hydrogen Fluoride 0.5/a,FR-8103251,,Ea.,,10 Days,,56.7,69.37
,Draeger Safety,OEM,2.0,Ch30301 - Hydrogen Fluoride 1.5/b,FR-CH30301,,Ea.,,10 Days,,55.83,68.3
,Draeger Safety,OEM,2.0,Ch29801 - Hydrogen Sulfide 5/b,FR-CH29801,,Ea.,,10 Days,,41.65,50.95
,Draeger Safety,OEM,2.0,Ch29401 - Nitrous Gases 0.5/a,FR-CH29401,,Ea.,,10 Days,,41.65,50.95
,Draeger Safety,OEM,2.0,8103261 - Oxygen 5%/c,FR-8103261,,Ea.,,10 Days,,105,128.46
,Draeger Safety,OEM,2.0,8101501 - Perchloroethylene 2/a,FR-8101501,,Ea.,,10 Days,,46.73,57.16
,Draeger Safety,OEM,2.0,8101661 - Toluene 5/b,FR-8101661,,Ea.,,10 Days,,56.88,69.58
,Draeger Safety,OEM,2.0,6728541 - Trichloroethylene 2/a,FR-6728541,,Ea.,,10 Days,,46.73,57.16
,Draeger Safety,OEM,2.0,Ch25601 - Carbon Monox. 5/c - 5 - 700 Ppm (sei Cert.),FR-CH25601,,Ea.,,30 Days,,44.1,50.14
,Draeger Safety,OEM,2.0,Ch25001 - Arsine 0.05/a (0.05 - 60 Ppm),FR-CH25001,,Ea.,,10 Days,,63.7,77.93
,Draeger Safety,OEM,2.0,8101741 - Benzene 15/a (15 - 420 Ppm),FR-8101741,,Ea.,,10 Days,,51.1,62.52
,Draeger Safety,OEM,2.0,"8101731 - Toluene 100/a (100 - 1,800 Ppm)",FR-8101731,,Ea.,,10 Days,,63.7,77.93
,Draeger Safety,OEM,2.0,8101891 - Carbon Disulfide 3/a (3 - 95 Ppm),FR-8101891,,Ea.,,10 Days,,51.1,62.52
,Draeger Safety,OEM,2.0,"8103321 - Carbon Monoxide 10/d (10 - 3,000 Ppm)",FR-8103321,,Ea.,,10 Days,,46.38,56.73
,Draeger Safety,OEM,2.0,Ch29501 -  Hydrochloric Acid 1/a (1 - 10 Ppm),FR-CH29501,,Ea.,,10 Days,,57.75,70.65
,Draeger Safety,OEM,2.0,8101831 - Hydrogen Sulfide 1/d (1 - 200 Ppm),FR-8101831,,Ea.,,10 Days,,42.7,52.24
,Draeger Safety,OEM,2.0,Ch21101 - Trichloroethane 50/d (50 - 600 Ppm),FR-CH21101,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,Ch30001 - Nitrogen Dioxide 0.5/c (0.25 - 5 Ppm) (sei Certified),FR-CH30001,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,8101521 - Phosgene 0.02/a (0.02 - 1 Ppm),FR-8101521,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,Ch21101 - Trichloroethane 50/d (50-600 Ppm) (5tests/box),FR-CH21101,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,8101721 - Vinyl Chloride 0.5/a (0.5 - 30 Ppm),FR-8101721,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,Ch20501 - Ammonia 5/a  (5 - 700 Ppm) (sei Certified),FR-CH20501,,Ea.,,10 Days,,46.2,56.52
,Draeger Safety,OEM,2.0,8101661 - Toluene 5/b  (5 - 300 Ppm),FR-8101661,,Ea.,,10 Days,,58.8,71.94
,Draeger Safety,OEM,2.0,6728241 -  Ethylene Oxide 25/a (25 - 500 Ppm),FR-6728241,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8103111 - Oil 10 Pn (5 Mg/m3),FR-8103111,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8103061 - Water Vapor 20/a-p (20 - 1000 Mg/m3),FR-8103061,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,Ch31901 - Ammonia .5%/a (0.5 - 10 Vol. %),FR-CH31901,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,6718601 - Chloroformates 0.2/b (0.2 - 10 Ppm),FR-6718601,,Ea.,,10 Days,,67.2,82.21
,Draeger Safety,OEM,2.0,6728961 - Ethylene Oxide 1/a (1 - 15 Ppm) (5 Tests/box),FR-6728961,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,6733081 - Formaldehyde 0.2/a (0.2 - 5 Ppm),FR-6733081,,Ea.,,10 Days,,58.8,71.94
,Draeger Safety,OEM,2.0,6722701 - Formic Acid 1/a (1 - 15 Ppm),FR-6722701,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,"8101601 - Halogenated Hydrocarbons 100/a (200 - 2,800 Ppm)",FR-8101601,,Ea.,,10 Days,,174.3,213.24
,Draeger Safety,OEM,2.0,6728981 - Mercaptan 0.5/a (0.5 - 5 Ppm),FR-6728981,,Ea.,,10 Days,,67.2,82.21
,Draeger Safety,OEM,2.0,Ch23101 - Mercury 0.1/b (0.05 - 2 Mg/mÂ³),FR-CH23101,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,Ch27301 - Methyl Bromide 5/b (5 - 50 Ppm),FR - CH27301,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,"Ch31201 - Olefins 0.05%/a  (propylene, Butylene) (0.06 - 3.2 Vol.%)",FR - CH31201,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,8101691 - Petroleum Hydrocarbons 10/a (10 - 300 Ppm),FR-8101691,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,Ch28301 - Phosgene 0.25/c (0.25 - 25 Ppm),FR-CH28301,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,Ch31101 - Phosphine 0.1/a (0.1 - 4 Ppm),FR-CH31101,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,Ch30701 - Perchloroethylene 10/b (10 - 500 Ppm),FR-CH30701,,Ea.,,10 Days,,50.4,61.66
,Draeger Safety,OEM,2.0,6728781 - Sulfuric Acid 1/a (1 - 5 Mg/mÂ³),FR-6728781,,Ea.,,10 Days,,73.5,89.92
,Draeger Safety,OEM,2.0,"8101441 - Trichloroethylene 200/a-d (200 - 1,000 Ppm X H)",FR-8101441,,Ea.,,10 Days,,71.05,86.92
,Draeger Safety,OEM,2.0,6733161 - Xylene 10/a (10 - 400 Ppm),FR-6733161,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,"6726665 - Acetaldehyde 100/a (100-1,000 Ppm)",FR-6726665,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,8103381 - Acetone 40/a (40-800 Ppm) (5 Tests /box),FR-8103381,,Ea.,,10 Days,,57.75,70.65
,Draeger Safety,OEM,2.0,6728591 - Acrylonitrile 0.5/a (0.5-20 Ppm) (5 Tests /box),FR-6728591,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,Ch25301 - Air Current (smoke Tubes),FR-CH25301,,Ea.,,10 Days,,40.6,49.67
,Draeger Safety,OEM,2.0,8101061 - Amine Test (qualitative),FR-8101061,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,6733231 - Ammonia 2/a (2-30 Ppm),FR-6733231,,Ea.,,10 Days,,49,59.95
,Draeger Safety,OEM,2.0,6733171 - Aniline 0.5/a (o.5-10 Ppm),FR-6733171,,Ea.,,10 Days,,75.6,92.49
,Draeger Safety,OEM,2.0,6728561 - Benzene 0.5/a (0.5-10 Ppm),FR-6728561,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,8101841 - Benzene 0.5/c (specific) (0.5-10 Ppm) (5 Tests /box),FR-8101841,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,8101231 - Benzene 2/a (2-60 Ppm) (5 Tests /box),FR-8101231,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,6728071 - Benzene 5/b (5-50 Ppm),FR-6728071,,Ea.,,10 Days,,49,59.95
,Draeger Safety,OEM,2.0,Ch31401 - Carbon Dioxide 0.5%/a (0.5-10 Vol.%),FR-CH31401,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,Ch23501 - Carbon Dioxide 0.1%/a (0.1-6 Vol.%) (certified),FR-CH23501,,Ea.,,10 Days,,43.05,52.67
,Draeger Safety,OEM,2.0,Ch25101 - Carbon Dioxide 1%/a (1-20 Vol.%),FR-CH25101,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,Ch20301 - Carbon Dioxide 5%/a (5-60 Vol.%),FR-CH20301,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,"Ch23201 - Carbon Disulfide 30/a (32-3,200 Ppm)",FR-CH23201,,Ea.,,10 Days,,58.1,71.08
,Draeger Safety,OEM,2.0,6733051 - Carbon Monoxide 2/a (2-300 Ppm),FR-6733051,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,Ch19701 - Carbon Monoxide 8/a (8-150 Ppm),FR-CH19701,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,Ch29901 - Carbon Monoxide 0.3%/b (0.3-7 Vol%),FR-CH29901,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,Ch24101 - Carbon Pretube,FR-CH24101,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,8103501 - Carbon Tetrachloride 0.1/a (0.1-5 Ppm),FR-8103501,,Ea.,,10 Days,,60.9,74.5
,Draeger Safety,OEM,2.0,8101021 - Carbon Tetrachloride 1/a (1-15 Ppm) (5 Tests /box),FR-8101021,,Ea.,,10 Days,,58.8,71.94
,Draeger Safety,OEM,2.0,6728411 - Chlorine 0.3/b (0.3-10 Ppm),FR-6728411,,Ea.,,10 Days,,55.3,67.65
,Draeger Safety,OEM,2.0,8103491 - Chlorine Dioxide 0.025/a (0.025-3 Ppm),FR-8103491,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,6728761 - Chlorobenzene 5/a (5-200 Ppm) (5 Tests /box),FR-6728761,,Ea.,,10 Days,,55.3,67.65
,Draeger Safety,OEM,2.0,8103421 - Chloropicrin 0.1/a (0.1 -2 Ppm),FR-8103421,,Ea.,,10 Days,,90.3,110.47
,Draeger Safety,OEM,2.0,6718901 - Chloroprene 5/a (5-60 Ppm),FR-6718901,,Ea.,,10 Days,,60.9,74.5
,Draeger Safety,OEM,2.0,6728681 - Chromic Acid 0.1/a (0.1-0.5 Mg/m3) (9 Tests /box),FR-6728681,,Ea.,,10 Days,,84,102.77
,Draeger Safety,OEM,2.0,6728791 - Cyanide 2/a (2-15 Mg/m3),FR-6728791,,Ea.,,10 Days,,75.6,92.49
,Draeger Safety,OEM,2.0,Ch19801 - Cyanogen Chloride 0.25/a (0.25-5 Ppm),FR-CH19801,,Ea.,,10 Days,,69.65,85.21
,Draeger Safety,OEM,2.0,"6725201 - Cyclohexane 100/a (100-1,500 Ppm)",FR-6725201,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,6728931 - Cyclohexamine 2/a (2-30 Ppm),FR-6728931,,Ea.,,10 Days,,75.6,92.49
,Draeger Safety,OEM,2.0,8103475 - Diesel Fuel (25-200 Mg/m3),FR-8103475,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,"6730501 - Diethyl Ether 100/a (100-4,000 Ppm)",FR-6730501,,Ea.,,10 Days,,55.3,67.65
,Draeger Safety,OEM,2.0,6718501 - Dimethyl Formamide 10/b (10-40 Ppm),FR-6718501,,Ea.,,10 Days,,97.3,119.04
,Draeger Safety,OEM,2.0,6728451 - Dimethyl Sulfide 1/a (1-15 Ppm) (5 Tests /box),FR-6728451,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,6728111 - Epichlorohydrin 5/b (5-50 Ppm),FR-6728111,,Ea.,,10 Days,,55.3,67.65
,Draeger Safety,OEM,2.0,6728381 - Ethyl Benzene 30/a (30-600 Ppm),FR-6728381,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,8101331 - Ethylene 0.1/a (0.2-5 Ppm) (5 Tests /box),FR-8101331,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,"6728051 - Ethylene 50/a (50-2,500 Ppm)",FR-6728051,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8101351 - Ethylene Glycol 19 (10-180 Mg.m3) (5 Tests /box),FR-8101351,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,8103541 - Ethyl Formate 20/a (20-500 Ppm),FR-8103541,,Ea.,,10 Days,,56.7,69.37
,Draeger Safety,OEM,2.0,6726801 - Ethyl Glycol Acetate 50/a (50-700 Ppm),FR-6726801,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8101491 - Fluorine 0.1/a (0.1-2 Ppm),FR-8101491,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8101141 - Formaldehyde Activation Tube - Use With Hcho 0.2/a (to Extend Measur. Range To 0.04ppm),FR-8101141,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,8101751 - Formaldehyde 2/a (2-40 Ppm),FR-8101751,,Ea.,,10 Days,,69.3,84.78
,Draeger Safety,OEM,2.0,"6728391 - Hexane 100/a (50-3,000 Ppm)",FR-6728391,,Ea.,,10 Days,,53.2,65.08
,Draeger Safety,OEM,2.0,8103351 - Hydrzine 0.01/a (0.01-6 Ppm),FR-8103351,,Ea.,,10 Days,,118.3,144.73
,Draeger Safety,OEM,2.0,Ch31801 - Hydrzine 0.25/a (0.1-10 Ppm),FR-Ch31801,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,"6728181 - Hydrochloric Acid 50/a (50-5,000 Ppm)",FR-6728181,,Ea.,,10 Days,,55.3,67.65
,Draeger Safety,OEM,2.0,8101041 - Hydrogen Peroxide 0.1/a (0.1 - 3 Ppm),FR-8101041,,Ea.,,10 Days,,67.9,83.07
,Draeger Safety,OEM,2.0,8101461 - Hydrogen Sulfide 0.2/a (0.2-5 Ppm),FR-8101461,,Ea.,,10 Days,,58.8,71.94
,Draeger Safety,OEM,2.0,8101991 - Hydrogen Sulfide 0.2/b (0.2-6 Ppm),FR-8101991,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,6728041 - Hydrogen Sulfide 0.5/a (0.5-15 Ppm),FR-6728041,,Ea.,,10 Days,,46.9,57.38
,Draeger Safety,OEM,2.0,6728821 - Hydrogen Sulfide 2/a (2-200 Ppm),FR-6728821,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,8101961 - Hydrogen Sulfide 2/b (1-60 Ppm),FR-8101961,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,"Ch29101 - Hydrogen Sulfide 100/a (100-2,000 Ppm)",FR-CH29101,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,Ch28101 - Hydrogen Sulfide 0.2%/a (0.2-7 Vol%),FR-CH28101,,Ea.,,10 Days,,58.1,71.08
,Draeger Safety,OEM,2.0,8101211 - Hydrogen Sulfide 2%/a (2-40 Vol%),FR-8101211,,Ea.,,10 Days,,69.3,84.78
,Draeger Safety,OEM,2.0,Ch28201 - Hydrogen Sulfide + Sulfur Dioxide 0.2%/a (0.2-7 Vol%),FR-CH28201,,Ea.,,10 Days,,75.6,92.49
,Draeger Safety,OEM,2.0,8103521 - Iodine 0.1/a (0.1-5 Ppm),FR-8103521,,Ea.,,10 Days,,56.7,69.37
,Draeger Safety,OEM,2.0,8103281 - Mercaptan 0.1/a (0.1-15 Ppm),FR-8103281,,Ea.,,10 Days,,67.2,82.21
,Draeger Safety,OEM,2.0,8101871 - Mercaptan 20/a (20-100 Ppm),FR-8101871,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,6728161 - Methyl Acrylate 5/a (5-200 Ppm),FR-6728161,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8103391 - Methyl Bromide 0.2/a (0.2-8 Ppm),FR-8103391,,Ea.,,10 Days,,111.3,136.16
,Draeger Safety,OEM,2.0,8101671 - Methyl Bromide 0.5/a (0.5-30 Ppm),FR-8101671,,Ea.,,10 Days,,93.1,113.9
,Draeger Safety,OEM,2.0,6728211 - Methyl Bromide 3/a (3-100 Ppm) (5 Test / Box),FR-6728211,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,8103485 - Methylisothiocyanate 0.1/a (0.1-6 Ppm),FR-8103485,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,6723301 - Monostyrene 10/a (10-200 Ppm),FR-6723301,,Ea.,,10 Days,,54.6,66.8
,Draeger Safety,OEM,2.0,6733141 - Monostyrene 10/b (10-250 Ppm),FR-6733141,,Ea.,,10 Days,,53.55,65.51
,Draeger Safety,OEM,2.0,Ch27601 - Monostyrene 50/a (50-400 Ppm),FR-CH27601,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,Ch20001 - Natural Gas Test (qualitative) (5 Tests /box),FR-CH20001,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,Ch19501 - Nickel Tetracarbonyl 0.1/a (0.1-1 Ppm) (9 Tests /box),FR-CH19501,,Ea.,,10 Days,,84,102.77
,Draeger Safety,OEM,2.0,6728311 - Nitric Acid 1/a (1-50 Ppm),FR-6728311,,Ea.,,10 Days,,58.1,71.08
,Draeger Safety,OEM,2.0,6719101 - Nitrogen Dioxide 2/c (2-100 Ppm),FR-6719101,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,Ch31001 - Nitrous Gases 2/a (2-100 Ppm),FR-CH31001,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,6724001 - Nitrous Gases 20/a (20-500 Ppm),FR-6724001,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,"8101921 - Nitrous Gases 50/a (50-2,000 Ppm)",FR-8101921,,Ea.,,10 Days,,44.1,53.95
,Draeger Safety,OEM,2.0,"Ch27701 - Nitrous Gases 100/c (100-5,000 Ppm)",FR-CH27701,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,6733031 - Oil Mist 1/a (1-10 Mg/m3),FR-6733031,,Ea.,,10 Days,,69.3,84.78
,Draeger Safety,OEM,2.0,6728371 - Oil 10/a-p (0.1-10 Mg/m3),FR-6728371,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,Ch26303 - Organic Arsenic Compounds & Arsine (3 Mg. Org.arsenic/m3),FR-CH26303,,Ea.,,10 Days,,74.9,91.63
,Draeger Safety,OEM,2.0,Ch25903 - Organic Basic Nitrogen Compounds (1 Mg/m3),FR-CH25903,,Ea.,,10 Days,,69.3,84.78
,Draeger Safety,OEM,2.0,Ch21001 - Ozone 10/a (10-300 Ppm) (9 Tests /box),FR-CH21001,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,6733181 - Ozone 0.05/b (0.05-1.4 Ppm) (9 Tests /box),FR-6733181,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,"6724701 - Pentane 100/a (100-1,500 Ppm)",FR-6724701,,Ea.,,10 Days,,53.2,65.08
,Draeger Safety,OEM,2.0,8101551 - Perchloroethylene 0.1/a (0.1-4 Ppm),FR-8101551,,Ea.,,10 Days,,163.8,200.39
,Draeger Safety,OEM,2.0,"6730201 - Petroleum Hydrocarbons 100/a (100-2,500 Ppm)",FR-6730201,,Ea.,,10 Days,,48.3,59.09
,Draeger Safety,OEM,2.0,8101521 Phenol 1/b (1-20 Ppm),FR-8101521,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8101611 - Phosphine 0.01/a (0.01-1.0 Ppm),FR-8101611,,Ea.,,10 Days,,65.8,80.5
,Draeger Safety,OEM,2.0,8103341 - Phosphine 0.01/b In Acetylene (0.1-15 Ppm),FR-8103341,,Ea.,,10 Days,,69.3,84.78
,Draeger Safety,OEM,2.0,"8101621 - Phosphine 25/a (25-10,000 Ppm)",FR-8101621,,Ea.,,10 Days,,84,102.77
,Draeger Safety,OEM,2.0,"Ch21201 - Phosphine 50/a (15-1,000 Ppm)",FR-CH21201,,Ea.,,10 Days,,52.5,64.23
,Draeger Safety,OEM,2.0,6728461 - Phosphoric Acid Esters 0.05/a (0.05 Ppm),FR-6728461,,Ea.,,10 Days,,86.1,105.33
